comment_Kyle,comment_checker,initials_extractor,title,doi,url,journal,study_id,exp_id,exp2_id,assay_id,assay2_id,species_english,species_latin,source,sex,pesticide,pesticide_grade,cas_id,cas_id_comment,pesticide_chemical_class,dosage,dosage_unit,duration,duration_unit,control_solvent,temperature,temperature_unit,behaviour_measured,behaviour_measured_standardised,behaviour_assay,behavioural_assay_standardised,data_source,data_file,control_n,control_mean,control_sd,control_se,statistics_comment_control,sample_size_comment_control,treatment_n,treatment_mean,treatment_sd,treatment_se,statistics_comment_treatment,sample_size_comment_treatment,contact_author,contacted_date,contact_response,contact_comments
,,KM,Toxicity and chronic effects of deltamethrin exposure on zebrafish (Danio rerio) as a reference model for freshwater fish community,10.1016/j.ecoenv.2019.01.057,https://www.sciencedirect.com/science/article/pii/S0147651319300661?via%3Dihub,Ecotoxicology and Environmental Safety,stungaru_2019,stungaru_2019_exp_001,stungaru_2019_exp2_001,stungaru_2019_exp_001_assay_006,stungaru_2019_exp_001_assay2_006,zebrafish,Danio rerio,commercial supplier,mixed,deltamethrin,not reported ,52918-63-5,https://commonchemistry.cas.org/detail?cas_rn=52918-63-5&search=deltamethrin,pyrethroid,0.25,ug/L,6,days,not reported ,24,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,fig1b treatment; fig1a control,stungaru_2019_fig1b_treatment; stungaru_2019_fig1a_control,40,16.28880972,34.39670437,5.438596491,study reports mean and se,exact sample size provided,40,45.36762697,34.80333332,5.502890173,study reports mean and se,exact sample size provided,,,,
,,KM,Toxicity and chronic effects of deltamethrin exposure on zebrafish (Danio rerio) as a reference model for freshwater fish community,10.1016/j.ecoenv.2019.01.057,https://www.sciencedirect.com/science/article/pii/S0147651319300661?via%3Dihub,Ecotoxicology and Environmental Safety,stungaru_2019,stungaru_2019_exp_001,stungaru_2019_exp2_001,stungaru_2019_exp_001_assay_007,stungaru_2019_exp_001_assay2_007,zebrafish,Danio rerio,commercial supplier,mixed,deltamethrin,not reported ,52918-63-5,https://commonchemistry.cas.org/detail?cas_rn=52918-63-5&search=deltamethrin,pyrethroid,0.25,ug/L,7,days,not reported ,24,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,fig1b treatment; fig1a control,stungaru_2019_fig1b_treatment; stungaru_2019_fig1a_control,40,22.81512551,33.0208362,5.221052632,study reports mean and se,exact sample size provided,40,45.45934181,32.4831111,5.136030829,study reports mean and se,exact sample size provided,,,,
,,KM,Toxicity and chronic effects of deltamethrin exposure on zebrafish (Danio rerio) as a reference model for freshwater fish community,10.1016/j.ecoenv.2019.01.057,https://www.sciencedirect.com/science/article/pii/S0147651319300661?via%3Dihub,Ecotoxicology and Environmental Safety,stungaru_2019,stungaru_2019_exp_001,stungaru_2019_exp2_001,stungaru_2019_exp_001_assay_008,stungaru_2019_exp_001_assay2_008,zebrafish,Danio rerio,commercial supplier,mixed,deltamethrin,not reported ,52918-63-5,https://commonchemistry.cas.org/detail?cas_rn=52918-63-5&search=deltamethrin,pyrethroid,0.25,ug/L,8,days,not reported ,24,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,fig1b treatment; fig1a control,stungaru_2019_fig1b_treatment; stungaru_2019_fig1a_control,40,20.56717229,37.60706345,5.94619883,study reports mean and se,exact sample size provided,40,45.27591213,37.12355555,5.869749518,study reports mean and se,exact sample size provided,,,,
,,KM,Toxicity and chronic effects of deltamethrin exposure on zebrafish (Danio rerio) as a reference model for freshwater fish community,10.1016/j.ecoenv.2019.01.057,https://www.sciencedirect.com/science/article/pii/S0147651319300661?via%3Dihub,Ecotoxicology and Environmental Safety,stungaru_2019,stungaru_2019_exp_001,stungaru_2019_exp2_001,stungaru_2019_exp_001_assay_009,stungaru_2019_exp_001_assay2_009,zebrafish,Danio rerio,commercial supplier,mixed,deltamethrin,not reported ,52918-63-5,https://commonchemistry.cas.org/detail?cas_rn=52918-63-5&search=deltamethrin,pyrethroid,0.25,ug/L,9,days,not reported ,24,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,fig1b treatment; fig1a control,stungaru_2019_fig1b_treatment; stungaru_2019_fig1a_control,40,15.27360504,23.38975897,3.698245614,study reports mean and se,exact sample size provided,40,42.34103737,40.60388888,6.420038536,study reports mean and se,exact sample size provided,,,,
,,KM,Toxicity and chronic effects of deltamethrin exposure on zebrafish (Danio rerio) as a reference model for freshwater fish community,10.1016/j.ecoenv.2019.01.057,https://www.sciencedirect.com/science/article/pii/S0147651319300661?via%3Dihub,Ecotoxicology and Environmental Safety,stungaru_2019,stungaru_2019_exp_001,stungaru_2019_exp2_001,stungaru_2019_exp_001_assay_010,stungaru_2019_exp_001_assay2_010,zebrafish,Danio rerio,commercial supplier,mixed,deltamethrin,not reported ,52918-63-5,https://commonchemistry.cas.org/detail?cas_rn=52918-63-5&search=deltamethrin,pyrethroid,0.25,ug/L,10,days,not reported ,24,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,fig1b treatment; fig1a control,stungaru_2019_fig1b_treatment; stungaru_2019_fig1a_control,40,30.86424831,39.44155435,6.23625731,study reports mean and se,exact sample size provided,40,49.67822427,34.22327777,5.411175337,study reports mean and se,exact sample size provided,,,,
,,KM,Toxicity and chronic effects of deltamethrin exposure on zebrafish (Danio rerio) as a reference model for freshwater fish community,10.1016/j.ecoenv.2019.01.057,https://www.sciencedirect.com/science/article/pii/S0147651319300661?via%3Dihub,Ecotoxicology and Environmental Safety,stungaru_2019,stungaru_2019_exp_001,stungaru_2019_exp2_001,stungaru_2019_exp_001_assay_011,stungaru_2019_exp_001_assay2_011,zebrafish,Danio rerio,commercial supplier,mixed,deltamethrin,not reported ,52918-63-5,https://commonchemistry.cas.org/detail?cas_rn=52918-63-5&search=deltamethrin,pyrethroid,0.25,ug/L,11,days,not reported ,24,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,fig1b treatment; fig1a control,stungaru_2019_fig1b_treatment; stungaru_2019_fig1a_control,40,26.14448192,37.66377486,5.955165692,study reports mean and se,exact sample size provided,40,46.74334951,33.64322221,5.319460501,study reports mean and se,exact sample size provided,,,,
,,KM,Toxicity and chronic effects of deltamethrin exposure on zebrafish (Danio rerio) as a reference model for freshwater fish community,10.1016/j.ecoenv.2019.01.057,https://www.sciencedirect.com/science/article/pii/S0147651319300661?via%3Dihub,Ecotoxicology and Environmental Safety,stungaru_2019,stungaru_2019_exp_001,stungaru_2019_exp2_001,stungaru_2019_exp_001_assay_012,stungaru_2019_exp_001_assay2_012,zebrafish,Danio rerio,commercial supplier,mixed,deltamethrin,not reported ,52918-63-5,https://commonchemistry.cas.org/detail?cas_rn=52918-63-5&search=deltamethrin,pyrethroid,0.25,ug/L,12,days,not reported ,24,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,fig1b treatment; fig1a control,stungaru_2019_fig1b_treatment; stungaru_2019_fig1a_control,40,20.00608036,28.39269182,4.489278752,study reports mean and se,exact sample size provided,40,63.91816184,23.29483613,3.683236994,study reports mean and se,exact sample size provided,,,,
,,KM,Toxicity and chronic effects of deltamethrin exposure on zebrafish (Danio rerio) as a reference model for freshwater fish community,10.1016/j.ecoenv.2019.01.057,https://www.sciencedirect.com/science/article/pii/S0147651319300661?via%3Dihub,Ecotoxicology and Environmental Safety,stungaru_2019,stungaru_2019_exp_001,stungaru_2019_exp2_001,stungaru_2019_exp_001_assay_013,stungaru_2019_exp_001_assay2_013,zebrafish,Danio rerio,commercial supplier,mixed,deltamethrin,not reported ,52918-63-5,https://commonchemistry.cas.org/detail?cas_rn=52918-63-5&search=deltamethrin,pyrethroid,0.25,ug/L,13,days,not reported ,24,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,fig1b treatment; fig1a control,stungaru_2019_fig1b_treatment; stungaru_2019_fig1a_control,40,40.07040784,46.9348579,7.421052632,study reports mean and se,exact sample size provided,40,47.187526,32.77070167,5.18150289,study reports mean and se,exact sample size provided,,,,
,,KM,Toxicity and chronic effects of deltamethrin exposure on zebrafish (Danio rerio) as a reference model for freshwater fish community,10.1016/j.ecoenv.2019.01.057,https://www.sciencedirect.com/science/article/pii/S0147651319300661?via%3Dihub,Ecotoxicology and Environmental Safety,stungaru_2019,stungaru_2019_exp_001,stungaru_2019_exp2_001,stungaru_2019_exp_001_assay_014,stungaru_2019_exp_001_assay2_014,zebrafish,Danio rerio,commercial supplier,mixed,deltamethrin,not reported ,52918-63-5,https://commonchemistry.cas.org/detail?cas_rn=52918-63-5&search=deltamethrin,pyrethroid,0.25,ug/L,14,days,not reported ,24,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,fig1b treatment; fig1a control,stungaru_2019_fig1b_treatment; stungaru_2019_fig1a_control,40,21.1971135,37.08433217,5.863547758,study reports mean and se,exact sample size provided,40,49.3724971,28.0327689,4.432369942,study reports mean and se,exact sample size provided,,,,
,,KM,Toxicity and chronic effects of deltamethrin exposure on zebrafish (Danio rerio) as a reference model for freshwater fish community,10.1016/j.ecoenv.2019.01.057,https://www.sciencedirect.com/science/article/pii/S0147651319300661?via%3Dihub,Ecotoxicology and Environmental Safety,stungaru_2019,stungaru_2019_exp_001,stungaru_2019_exp2_001,stungaru_2019_exp_001_assay_015,stungaru_2019_exp_001_assay2_015,zebrafish,Danio rerio,commercial supplier,mixed,deltamethrin,not reported ,52918-63-5,https://commonchemistry.cas.org/detail?cas_rn=52918-63-5&search=deltamethrin,pyrethroid,0.25,ug/L,15,days,not reported ,24,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,fig1b treatment; fig1a control,stungaru_2019_fig1b_treatment; stungaru_2019_fig1a_control,40,45.9339556,39.40210293,6.230019493,study reports mean and se,exact sample size provided,40,54.05457802,38.29828991,6.055491329,study reports mean and se,exact sample size provided,,,,
,,KM,Toxicity and chronic effects of deltamethrin exposure on zebrafish (Danio rerio) as a reference model for freshwater fish community,10.1016/j.ecoenv.2019.01.057,https://www.sciencedirect.com/science/article/pii/S0147651319300661?via%3Dihub,Ecotoxicology and Environmental Safety,stungaru_2019,stungaru_2019_exp_002,stungaru_2019_exp2_002,stungaru_2019_exp_002_assay_001,stungaru_2019_exp_002_assay2_001,zebrafish,Danio rerio,commercial supplier,mixed,deltamethrin,not reported ,52918-63-5,https://commonchemistry.cas.org/detail?cas_rn=52918-63-5&search=deltamethrin,pyrethroid,0.5,ug/L,1,days,not reported ,24,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,fig1c treatment; fig1a control,stungaru_2019_fig1c_treatment; stungaru_2019_fig1a_control,40,19.40693837,30.72772257,4.858479532,study reports mean and se,exact sample size provided,40,41.34311101,46.6391789,7.374301676,study reports mean and se,exact sample size provided,,,,
,,KM,Toxicity and chronic effects of deltamethrin exposure on zebrafish (Danio rerio) as a reference model for freshwater fish community,10.1016/j.ecoenv.2019.01.057,https://www.sciencedirect.com/science/article/pii/S0147651319300661?via%3Dihub,Ecotoxicology and Environmental Safety,stungaru_2019,stungaru_2019_exp_002,stungaru_2019_exp2_002,stungaru_2019_exp_002_assay_002,stungaru_2019_exp_002_assay2_002,zebrafish,Danio rerio,commercial supplier,mixed,deltamethrin,not reported ,52918-63-5,https://commonchemistry.cas.org/detail?cas_rn=52918-63-5&search=deltamethrin,pyrethroid,0.5,ug/L,2,days,not reported ,24,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,fig1c treatment; fig1a control,stungaru_2019_fig1c_treatment; stungaru_2019_fig1a_control,40,32.67711381,44.48640432,7.033918129,study reports mean and se,exact sample size provided,40,60.7839819,34.11195531,5.393573711,study reports mean and se,exact sample size provided,,,,
,,KM,Toxicity and chronic effects of deltamethrin exposure on zebrafish (Danio rerio) as a reference model for freshwater fish community,10.1016/j.ecoenv.2019.01.057,https://www.sciencedirect.com/science/article/pii/S0147651319300661?via%3Dihub,Ecotoxicology and Environmental Safety,stungaru_2019,stungaru_2019_exp_002,stungaru_2019_exp2_002,stungaru_2019_exp_002_assay_003,stungaru_2019_exp_002_assay2_003,zebrafish,Danio rerio,commercial supplier,mixed,deltamethrin,not reported ,52918-63-5,https://commonchemistry.cas.org/detail?cas_rn=52918-63-5&search=deltamethrin,pyrethroid,0.5,ug/L,3,days,not reported ,24,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,fig1c treatment; fig1a control,stungaru_2019_fig1c_treatment; stungaru_2019_fig1a_control,40,13.3157103,19.26215445,3.045614035,study reports mean and se,exact sample size provided,40,51.64233154,37.00279898,5.850656229,study reports mean and se,exact sample size provided,,,,
,,KM,Toxicity and chronic effects of deltamethrin exposure on zebrafish (Danio rerio) as a reference model for freshwater fish community,10.1016/j.ecoenv.2019.01.057,https://www.sciencedirect.com/science/article/pii/S0147651319300661?via%3Dihub,Ecotoxicology and Environmental Safety,stungaru_2019,stungaru_2019_exp_002,stungaru_2019_exp2_002,stungaru_2019_exp_002_assay_004,stungaru_2019_exp_002_assay2_004,zebrafish,Danio rerio,commercial supplier,mixed,deltamethrin,not reported ,52918-63-5,https://commonchemistry.cas.org/detail?cas_rn=52918-63-5&search=deltamethrin,pyrethroid,0.5,ug/L,4,days,not reported ,24,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,fig1c treatment; fig1a control,stungaru_2019_fig1c_treatment; stungaru_2019_fig1a_control,40,26.73091498,25.22424987,3.988304094,study reports mean and se,exact sample size provided,40,36.46719195,30.6429429,4.845074689,study reports mean and se,exact sample size provided,,,,
,,KM,Toxicity and chronic effects of deltamethrin exposure on zebrafish (Danio rerio) as a reference model for freshwater fish community,10.1016/j.ecoenv.2019.01.057,https://www.sciencedirect.com/science/article/pii/S0147651319300661?via%3Dihub,Ecotoxicology and Environmental Safety,stungaru_2019,stungaru_2019_exp_002,stungaru_2019_exp2_002,stungaru_2019_exp_002_assay_005,stungaru_2019_exp_002_assay2_005,zebrafish,Danio rerio,commercial supplier,mixed,deltamethrin,not reported ,52918-63-5,https://commonchemistry.cas.org/detail?cas_rn=52918-63-5&search=deltamethrin,pyrethroid,0.5,ug/L,5,days,not reported ,24,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,fig1c treatment; fig1a control,stungaru_2019_fig1c_treatment; stungaru_2019_fig1a_control,40,14.47594422,21.09664535,3.335672515,study reports mean and se,exact sample size provided,40,48.53417042,31.22111164,4.936491193,study reports mean and se,exact sample size provided,,,,
,,KM,Toxicity and chronic effects of deltamethrin exposure on zebrafish (Danio rerio) as a reference model for freshwater fish community,10.1016/j.ecoenv.2019.01.057,https://www.sciencedirect.com/science/article/pii/S0147651319300661?via%3Dihub,Ecotoxicology and Environmental Safety,stungaru_2019,stungaru_2019_exp_002,stungaru_2019_exp2_002,stungaru_2019_exp_002_assay_006,stungaru_2019_exp_002_assay2_006,zebrafish,Danio rerio,commercial supplier,mixed,deltamethrin,not reported ,52918-63-5,https://commonchemistry.cas.org/detail?cas_rn=52918-63-5&search=deltamethrin,pyrethroid,0.5,ug/L,6,days,not reported ,24,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,fig1c treatment; fig1a control,stungaru_2019_fig1c_treatment; stungaru_2019_fig1a_control,40,16.28880972,34.39670437,5.438596491,study reports mean and se,exact sample size provided,40,58.95565183,49.72251113,7.861819307,study reports mean and se,exact sample size provided,,,,
